"uploadID","uploadRA","uploadDEC","uploadSearchID","objID","survey","specObjID","distance_arcmin","fov_radius","IAUName","ra","dec","band","nuv_exptime","fuv_exptime","fuv_mag","fuv_magerr","nuv_mag","nuv_magerr","fuv_flux","fuv_fluxerr","nuv_flux","nuv_fluxerr","e_bv","spectra","fuv_fwhm_world","nuv_fwhm_world","ra_cent","dec_cent","minObsDate","meanObsDate","maxObsDate","minObsMJD","meanObsMJD","maxObsMJD","tilename","tilenum","img","subvis","photoextractid","nuv_flux_auto","nuv_flux_aper_7","nuv_artifact","fuv_flux_auto","fuv_flux_aper_7","fuv_artifact"
"2252-53565-281","339.9491245155","22.3952983767","17","6471182419848335695","MIS","0","0.012485519401436659","0.65748023986816406","GALEX J223947.8+222343","339.94928401760478","22.395445190530989","1","903.45","0","-999","-999","19.5578976","0.06611615","-999","-999","54.55573","3.321376","0.0428174362","false","-99","0.0019354556","340.65049","22.28755","2009-10-03","2009-10-03","2009-10-03","55107.933622685181","55107.933622685181","55107.944074074076","MISGCSS2_20479_0148_css34322","52850","1","-999","6471182419847282688","1.6174869537353516","1.5589257478713989","33","-99","-99","-999"
"2252-53565-281","339.9491245155","22.3952983767","17","6397084132231351422","MIS","0","0.010512054155421322","0.35181140899658203","GALEX J223947.7+222343","339.94893527928491","22.395289259419361","3","442","442","22.8022213","0.3944671","19.5565014","0.05116067","2.7486136","0.9983771","54.62592","2.57338738","0.0428174362","false","0.0010301494","0.00146164931","339.56843","22.39391","2008-07-16","2008-07-17","2008-07-17","54663.975486111107","54664.017152777778","54664.0465625","MISMWS_20426_0148","50744","1","-999","6397084132228202496","1.6195679903030396","1.6191560029983521","0","0.025533581152558327","-0.014760145917534828","0"
"1961-53299-168","323.2191389748","-0.4014027265","18","6396485997903744399","MIS","0","0.076367017913487989","0.26550623774528503","GALEX J213252.7-002400","323.2196410441241","-0.400233146702257","1","471","471","-999","-999","18.7920113","0.0360405743","-999","-999","110.457443","3.66569972","0.043468982","false","-99","0.004804914","323.48438","-0.37997","2008-07-18","2008-07-18","2008-07-18","54665.014652777783","54665.222986111112","54665.49664351852","MISMWS_20350_0261","50727","1","-999","6396485997902692352","3.2748801708221436","3.2699811458587646","0","-99","-99","0"
"1961-53299-168","323.2191389748","-0.4014027265","18","6441310887944914186","CAI","0","0.067316822418896527","0.66070383787155151","GALEX J213252.7-002401","323.21969681800209","-0.40042928345624113","1","4317.1","4317.1","-999","-999","18.7142334","0.0141764265","-999","-999","118.660507","1.54897058","0.043468982","false","-99","0.0046962304","322.72456","0.03703","2003-09-12","2003-09-12","2003-09-13","52894.492060185177","52894.992060185185","52895.467152777783","WDST_LDS_749B_ST_year2003","52001","1","-999","6441310887943864320","3.51808762550354","3.5314474105834961","33","-99","-99","288"
"1961-53299-168","323.2191389748","-0.4014027265","18","6441944206642513056","CAI","0","0.0692813036714508","0.70529311895370483","GALEX J213252.7-002401","323.21959183488968","-0.40034054333945768","1","4195.45","4195.45","-999","-999","18.6974583","0.0151776224","-999","-999","120.508057","1.68418574","0.043468982","false","-99","0.00517901033","322.72199","0.09950","2004-08-06","2004-08-06","2004-08-06","53223.07944444444","53223.287777777776","53223.504594907412","WDST_LDS_749B_ST_year2004","52019","1","-999","6441944206641463296","3.5728640556335449","3.5986394882202148","289","-99","-99","288"
"1961-53299-168","323.2191389748","-0.4014027265","18","6442929369061000022","CAI","0","0.075409516950392719","0.69307041168212891","GALEX J213252.7-002400","323.21968195205591","-0.40026923635024791","1","50637.6","255.75","-999","-999","18.6631432","0.00449375575","-999","-999","124.377579","0.5146616","0.043468982","false","-99","0.00526027661","323.08165","0.27892","2005-07-28","2005-08-04","2005-08-11","53579.222592592596","53586.38925925926","53593.623055555552","WDST_LDS_749B_ST_year2005_1","52047","1","-999","6442929369059950592","3.6875889301300049","3.6912238597869873","433","-99","-99","32"
"1961-53299-168","323.2191389748","-0.4014027265","18","6442999737805177238","CAI","0","0.077423719490328363","0.67923527956008911","GALEX J213252.7-002400","323.21974339675728","-0.40026263349001712","1","21368.8","21365.6","-999","-999","18.7042484","0.007550971","-999","-999","119.756859","0.8326709","0.043468982","false","-99","0.00523460843","323.07775","0.26396","2006-08-07","2006-08-23","2006-09-07","53954.706817129634","53970.206817129627","53985.743796296294","WDST_LDS_749B_ST_year2006","52049","1","-999","6442999737804128256","3.5505924224853516","3.5732097625732422","305","-99","-99","288"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443070106549355466","CAI","0","0.071962386930046085","0.67229020595550537","GALEX J213252.7-002401","323.21962507834309","-0.40030627277024777","1","63418.8000000001","63406.8000000001","-999","-999","18.666172","0.0039188806","-999","-999","124.031036","0.4475717","0.043468982","false","-99","0.00485022","323.06686","0.25440","2007-07-28","2007-08-22","2007-09-16","54309.89806712963","54334.939733796295","54359.970717592587","WDST_LDS_749B_ST_year2007","52051","1","-999","6443070106548305920","3.6773147583007812","3.6738548278808594","305","-99","-99","288"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443140475293533014","CAI","0","0.075184098559695878","0.66696244478225708","GALEX J213252.7-002400","323.21961527825579","-0.400243706953859","1","93590.2000000001","93786.6000000001","-999","-999","18.6691628","0.00338420388","-999","-999","123.689957","0.3854439","0.043468982","false","-99","0.00470950035","323.05263","0.24548","2008-07-12","2008-07-28","2008-08-12","54659.663032407407","54675.163032407414","54690.626377314817","WDST_LDS_749B_ST_year2008","52053","1","-999","6443140475292483584","3.6672024726867676","3.6619460582733154","433","-99","-99","288"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443210844037710695","CAI","0","0.076832944396694275","0.66081970930099487","GALEX J213252.7-002400","323.21965817107838","-0.40023214786300337","1","28336.05","0","-999","-999","18.678072","0.005563982","-999","-999","122.679153","0.6285309","0.043468982","false","-99","0.00485309167","323.03751","0.23499","2009-07-12","2009-07-15","2009-07-17","55024.949444444443","55027.366111111114","55029.8292824074","WDST_LDS_749B_ST_year2009","52055","1","-999","6443210844036661248","3.6372334957122803","3.6405012607574463","305","-99","-99","-999"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443281212781888017","CAI","0","0.0736322796052484","0.67648082971572876","GALEX J213252.7-002401","323.219681488435","-0.40030194285214021","1","56177.1500000001","0","-999","-999","18.6839485","0.004377356","-999","-999","122.0169","0.491815269","0.043468982","false","-99","0.00463665463","323.06336","0.25787","2010-08-01","2010-08-24","2010-09-17","55409.18246527778","55432.890798611115","55456.648761574077","WDST_LDS_749B_ST_year2010","52057","1","-999","6443281212780838912","3.61759877204895","3.6178047657012939","433","-99","-99","-999"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443421950270244212","CAI","0","0.072073129922358328","0.6890072226524353","GALEX J213252.7-002401","323.21970467016479","-0.40034304206510779","1","55193.2000000001","1886.45","-999","-999","18.67765","0.00422968669","-999","-999","122.726837","0.477989048","0.043468982","false","-99","0.005132784","323.08463","0.27529","2005-08-11","2005-08-22","2005-09-02","53593.607835648145","53604.566168981481","53615.536493055559","WDST_LDS_749B_ST_year2005_2","52061","1","-999","6443421950269194240","3.6386475563049316","3.6433355808258057","441","-99","-99","32"
"1961-53299-168","323.2191389748","-0.4014027265","18","6443492319014421568","CAI","0","0.07083813417451848","0.6816597580909729","GALEX J213252.7-002401","323.21973809476128","-0.40038539017768321","1","54998.4500000001","1971.9","-999","-999","18.6768112","0.00422973745","-999","-999","122.821739","0.478364378","0.043468982","false","-99","0.00459708273","323.07173","0.26501","2005-09-02","2005-09-11","2005-09-19","53615.525821759264","53624.109155092592","53632.711041666662","WDST_LDS_749B_ST_year2005_3","52063","1","-999","6443492319013371904","3.64146089553833","3.6444010734558105","305","-99","-99","32"
"1961-53299-168","323.2191389748","-0.4014027265","18","2863095430882793371","MIS","0","0.074470395227254821","0.26659005880355835","GALEX J213252.7-002400","323.2196586154119","-0.4002755628489667","1","4923.2","3654","-999","-999","18.7074966","0.01194777","-999","-999","119.399109","1.3135848","0.043468982","false","-99","0.005034011","323.48437","-0.36867","2005-08-09","2007-02-26","2008-09-15","53591.3455787037","54157.80391203703","54724.308275462965","MISDR3_20350_0988","15838","1","-999","2863095430881738752","3.5399856567382812","3.5346291065216064","0","-99","-99","0"
"1961-53299-168","323.2191389748","-0.4014027265","18","3059459411510570427","GII","0","0.074879240931681079","0.45022022724151611","GALEX J213252.7-002401","323.21970359651328","-0.40028976183426429","1","4413","3141.9","-999","-999","18.7022915","0.01152481","-999","-999","119.972839","1.27317142","0.043468982","false","-99","0.00557948928","323.37420","-0.82317","2005-08-05","2006-02-14","2006-08-27","53587.236342592594","53780.903009259258","53974.583495370367","GI1_056033_NGC7089","21419","1","-999","3059459411509510144","3.5569958686828613","3.5767121315002441","1","-99","-99","0"
"1961-53299-168","323.2191389748","-0.4014027265","18","6380063694380861651","AIS","0","0.0686652497021812","0.27580767869949341","GALEX J213252.7-002401","323.21956551947977","-0.4003407624824013","3","128","128","19.933918","0.159263283","18.6604919","0.06705415","38.58646","5.658753","124.681747","7.6983695","0.043468982","false","0.00432757242","0.00440506032","323.49422","-0.37505","2003-08-20","2003-08-20","2003-08-20","52871.614490740743","52871.614490740743","52871.615972222229","AIS_260","50260","1","2","6380063694377713664","3.6966071128845215","3.7595834732055664","0","0.358453631401062","0.33850929141044617","0"
"1960-53289-343","321.3879640153","11.8476921662","19","6395923047950325717","MIS","0","0.0063269891310303852","0.19269625842571259","GALEX J212533.1+115051","321.38803604801421","11.8477705860384","1","1652.1","477.05","-999","-999","19.2370682","0.0265745074","-999","-999","73.3115158","1.79393864","0.0872315541","false","-99","0.001520461","321.44584","11.66357","2008-07-18","2009-08-22","2010-09-25","54665.758240740739","55065.258240740739","55464.781956018516","MISMWS_19922_0161","50711","1","-999","6395923047949271040","2.1735649108886719","2.2224936485290527","0","-99","-99","0"
"1960-53289-343","321.3879640153","11.8476921662","19","6376545345218808605","AIS","0","0.012182431727279917","0.18710021674633026","GALEX J212533.1+115051","321.38816773200762","11.84765376953245","3","127","127","21.6260681","0.365623564","19.1700687","0.08594887","8.120343","2.73387551","77.978035","6.171385","0.0872315541","false","0.0022792127","0.00195058645","321.43870","11.66721","2006-09-09","2006-09-09","2006-09-09","53987.781701388885","53987.781701388885","53987.783171296294","AIS_160","50160","1","84","6376545345215660032","2.3119194507598877","2.4166486263275146","0","0.07543492317199707","0.021395014598965645","0"
"1960-53289-343","321.3879640153","11.8476921662","19","2468186038559841614","MIS","0","0.0067353577707841249","0.18244713544845581","GALEX J212533.0+115051","321.38787527055513","11.8477632840671","3","4075.05","4075.05","22.9385738","0.21799846","19.322855","0.0198804513","2.42422247","0.486626863","67.74194","1.24009228","0.0872315541","false","0.00176263612","0.00145911833","321.44521","11.67417","2004-06-30","2004-06-30","2004-07-01","53186.09715277778","53186.972152777773","53187.895509259259","MISDR2_19922_0730","4614","1","-999","2468186038556688384","2.0084362030029297","2.0035951137542725","256","0.022520111873745918","0.022713147103786469","0"
"3138-54740-521","303.464078342","-11.1504094374","20","6379606315797316532","AIS","0","0.011058847711003831","0.43483349680900574","GALEX J201351.4-110901","303.4642024391332","-11.15054781202617","3","160","160","21.7504425","0.381496251","20.6974926","0.18154031","7.241443","2.54381514","19.0986519","3.1926105","0.090349","false","0.001446313","0.00308638485","303.75171","-10.81976","2007-07-10","2007-07-10","2007-07-11","54291.684432870374","54291.892766203709","54292.096331018518","AIS_247","50247","1","19","6379606315794169856","0.56624335050582886","0.464748352766037","0","0.067270271480083466","0.045817703008651733","0"
"3138-54740-401","302.9566378133","-11.009427786","21","6379606316871059513","AIS","0","0.015835734108583684","0.22542059421539307","GALEX J201149.5-110033","302.95637778407229","-11.009360635723059","3","157.05","157.05","20.5054111","0.2112927","20.0580711","0.117888853","22.7948761","4.4349823","34.4168472","3.73606086","0.121978439","false","0.0024535","0.00204412849","302.73495","-10.94968","2007-07-10","2007-07-10","2007-07-11","54291.687199074069","54291.895532407405","54292.098969907413","AIS_247","50247","1","20","6379606316867911680","1.0204024314880371","1.0874650478363037","0","0.21175579726696014","0.16511039435863495","0"
"3138-54740-401","302.9566378133","-11.009427786","21","3875947950203998196","MIS","0","0.0085689670195381457","0.20518720149993897","GALEX J201149.5-110033","302.95650644552069","-11.00936639933504","1","1645.05","0","-999","-999","19.9334946","0.0381851569","-999","-999","38.6013069","1.35727155","0.121978439","false","-99","0.00144881429","302.75372","-10.95964","2009-07-11","2009-07-11","2009-07-11","55023.580590277779","55023.580590277779","55023.599629629629","MISGCSS3_31983_0248","44625","1","-999","3875947950202945536","1.1444647312164307","1.1451926231384277","0","-99","-99","-999"
"1857-53182-27","295.8509079346","77.8412934247","22","6372499109142596761","AIS","0","0.0023489329130470344","0.25250235199928284","GALEX J194324.2+775028","295.8510464054728","77.841319540833936","3","328","328","22.53672","0.399652719","21.1838379","0.194364652","3.51005435","1.29171526","12.2029381","2.1839962","0.09245978","false","0.0024716598","0.00240486581","296.65608","77.65537","2005-09-24","2005-10-18","2005-11-12","53637.164363425924","53661.747696759259","53686.335914351854","AIS_45","50045","1","53","6372499109139447808","0.36179688572883606","0.44029465317726135","0","0.032607078552246094","0.019905246794223785","0"
"1857-53182-27","295.8509079346","77.8412934247","22","2509281385159594653","NGS","0","0.0056046289746350536","0.31495225429534912","GALEX J194324.3+775028","295.85135086482552","77.841288684257279","3","2802.45","2802.45","24.1481743","0.440833777","21.2565327","0.06526313","0.795669","0.3229814","11.4126406","0.6858422","0.09245978","false","0.00210001715","0.00153962523","297.26162","77.74005","2008-10-25","2008-11-15","2008-12-06","54764.350081018521","54785.225081018521","54806.137164351858","AB_Dra","5782","1","-999","2509281385156444160","0.33836588263511658","0.36967989802360535","0","0.0073914648965001106","0.0074314363300800323","0"
"1857-53182-27","295.8509079346","77.8412934247","22","3071316544906597194","GII","0","0.010343989882892524","0.31306707859039307","GALEX J194324.4+775028","295.85172075069568","77.8413137673567","3","3248","3248","23.11964","0.4134789","21.1342049","0.055884406","2.051852","0.7812132","12.773736","0.6573229","0.09245978","false","0.00277297758","0.00143317471","297.26048","77.74493","2004-09-27","2004-09-27","2004-09-27","53275.750127314815","53275.79179398148","53275.837418981486","GI1_113007_AB_DRA","21756","1","-999","3071316544903446528","0.37872010469436646","0.35250720381736755","0","0.019060930237174034","0.022098254412412643","0"
"1857-53182-27","295.8509079346","77.8412934247","22","6401059966275292120","MIS","0","0.013148869527994536","0.21691372990608215","GALEX J194324.4+775028","295.85186934154939","77.841377228673153","1","316.05","316.05","-999","-999","21.0760822","0.163355649","-999","-999","13.4761686","2.02707958","0.09245978","false","-99","0.00217400678","296.58151","77.68924","2008-08-26","2008-09-19","2008-10-14","54704.101620370377","54728.601620370369","54753.12803240741","MISMWS_07229_0046","50857","1","-999","6401059966274240512","0.3995460569858551","0.45433083176612854","0","-99","-99","0"
"366-52017-28","264.4082262014","58.2279111207","23","6371056556329405085","AIS","0","0.0077236418029057339","0.15510042011737824","GALEX J173738.0+581340","264.408388235588","58.228007513821133","3","112","112","21.6552944","0.409552","19.7761059","0.1178908","7.90467453","2.98100853","44.6228371","4.84403467","0.0473439358","false","0.00185374578","0.00209356844","264.45428","58.07481","2006-09-05","2006-09-05","2006-09-05","53983.202893518515","53983.202893518515","53983.204189814809","AIS_4","50004","1","59","6371056556326256640","1.3229931592941284","1.186127781867981","0","0.073431439697742462","0.11108723282814026","0"
"2797-54616-614","263.3225751416","8.8408965416","24","6375560148440583713","AIS","0","0.0084387576164221441","0.18090641498565674","GALEX J173317.4+085027","263.32258291404162","8.84103697771458","3","253.05","194","22.1519241","0.37784","21.7136517","0.268729538","5.00302267","1.74064648","7.49098539","1.85363626","0.155500025","false","0.001217708","0.002256667","263.17631","8.73227","2004-07-31","2006-01-09","2007-06-20","53217.600532407407","53744.642199074071","54271.692453703705","AIS_132","50132","1","52","6375560148437434368","0.22209529578685761","0.1463545560836792","0","0.04647618904709816","0.057543937116861343","0"
"2551-54552-257","260.8289886551","63.3832044912","25","6370951022540490308","AIS","0","0.0071930237313240384","0.37942472100257874","GALEX J172318.9+632259","260.82888799810638","63.383315569664013","3","163","163","21.7547874","0.3691727","20.1903782","0.120448969","7.21252","2.45181","30.4682827","3.3792572","0.0322104022","false","0.00188129523","0.00178796053","260.06108","63.54549","2006-07-27","2006-12-02","2007-04-09","53943.615243055552","54071.781909722224","54199.99527777778","AIS_1","50001","1","77","6370951022537342976","0.90333408117294312","0.84204351902008057","0","0.0670015886425972","0.034423284232616425","0"
"2551-54552-257","260.8289886551","63.3832044912","25","3883195930854296975","MIS","0","0.0065862873437928984","0.37053471803665161","GALEX J172318.9+632259","260.82896191137883","63.38331360678378","1","905.6","0","-999","-999","20.02874","0.036399018","-999","-999","35.3593025","1.18512332","0.0322104022","false","-99","0.00186096609","260.07325","63.53587","2009-08-16","2009-08-16","2009-08-16","55059.319756944446","55059.319756944446","55059.330231481486","MISGCSN2_10028_0002","44831","1","-999","3883195930853244928","1.0483447313308716","1.1063268184661865","0","-99","-99","-999"
"2551-54552-257","260.8289886551","63.3832044912","25","6462949276779547449","MIS","0","0.0088786594445767354","0.37086755037307739","GALEX J172318.9+632260","260.82882428754732","63.38333284438631","1","748.5","0","-999","-999","20.0489464","0.039507322","-999","-999","34.7073174","1.26260889","0.0322104022","false","-99","0.00212558336","260.06727","63.53074","2009-08-16","2009-08-16","2009-08-16","55059.456527777773","55059.456527777773","55059.465185185181","MISGCSN2_10028_0002_css33614","52616","1","-999","6462949276778496000","1.0290144681930542","1.119070291519165","0","-99","-99","-999"
"2247-53857-96","259.2874517538","40.6606867883","26","6400285910089336122","MIS","0","0.016599243109463861","0.37673759460449219","GALEX J171709.0+403938","259.28781285895428","40.660648045255172","1","345","176","-999","-999","19.7047","0.06553194","-999","-999","47.656208","2.8756938","0.0297108945","false","-99","0.002077434","258.98212","40.95797","2009-05-24","2009-07-02","2009-08-09","54975.871030092596","55014.037696759253","55052.21261574074","MISMWS_11196_0012","50835","1","-999","6400285910088286208","1.412927508354187","1.436046838760376","0","-99","-99","0"
"2247-53857-96","259.2874517538","40.6606867883","26","6371302827606672441","AIS","0","0.023613464637686321","0.40291658043861389","GALEX J171709.1+403938","259.28796953647281","40.660711512966913","3","177","177","21.30031","0.321191251","19.8573151","0.09359538","10.9617071","3.241993","41.4069443","3.56859922","0.0297108945","false","0.00193824014","0.00265335664","258.94544","40.96916","2004-06-27","2004-06-28","2004-06-28","53183.9884837963","53184.030150462968","53184.0580324074","AIS_11","50011","1","41","6371302827603525632","1.2276473045349121","1.3294165134429932","0","0.10183011740446091","0.078232377767562866","0"
"2180-54613-519","253.2916065716","24.1987058804","27","6375489795802533625","AIS","0","0.00813945532008265","0.26285925507545471","GALEX J165310.0+241155","253.2917404734128","24.198764921405171","3","301","192","21.6339054","0.297933131","19.40855","0.0566502362","8.061942","2.21171236","62.6007347","3.26551247","0.06393562","false","0.002286458","0.00171508465","253.54420","24.07220","2005-05-08","2005-12-15","2006-07-23","53498.8194212963","53719.277754629627","53939.783472222225","AIS_130","50130","1","67","6375489795799384064","1.8560080528259277","1.9171905517578125","0","0.074892394244670868","0.11040215939283371","0"
"1659-53224-452","248.0250486116","21.4665815089","28","6375489755000343709","AIS","0","0.0069931126713376592","0.21773411333560944","GALEX J163206.0+212800","248.02502156040529","21.466695309497339","3","143","143","19.9605217","0.153860733","18.2763844","0.0481931157","37.6524353","5.334467","177.60112","7.881355","0.0440383963","false","0.00276593282","0.00141750637","247.88229","21.29423","2006-07-24","2006-12-23","2007-05-23","53940.677905092591","54092.011238425926","54243.415763888886","AIS_130","50130","1","29","6375489754997194752","5.2655787467956543","5.3370819091796875","0","0.34977689385414124","0.39238756895065308","0"
"2550-54206-232","245.7398823449","62.5728763725","29","6371725051882898588","AIS","0","0.003013311191409327","0.27671173214912415","GALEX J162257.5+623422","245.73978517110331","62.572853596244258","3","98.1","98.1","21.42725","0.363014221","18.7712021","0.070103","9.752194","3.259839","112.594833","7.26817226","0.01833415","false","0.00302038738","0.001786863","245.33917","62.77963","2005-03-09","2005-03-09","2005-03-09","53438.840370370373","53438.840370370373","53438.841504629629","AIS_23","50023","1","52","6371725051879751680","3.3382501602172852","3.239452600479126","0","0.090594202280044556","0.065235115587711334","0"
"2189-54624-640","243.3599778053","4.5081867985","30","3719905259990027992","MIS","0","0.012060785424409842","0.10614599287509918","GALEX J161326.4+043029","243.36017937475671","4.5081815986720422","1","1697.15","1697.15","-999","-999","20.6193047","0.05636814","-999","-999","20.524744","1.06532371","0.06861117","false","-99","0.0015051621","243.31824","4.60575","2008-06-05","2008-06-05","2008-06-05","54622.547141203708","54622.547141203708","54622.566782407404","MISGCSAN_22229_1823","40190","1","-999","3719905259988975616","0.6085246205329895","0.60875421762466431","0","-99","-99","0"
"2189-54624-640","243.3599778053","4.5081867985","30","6382808157006072159","AIS","0","0.0061955192606526445","0.10006452351808548","GALEX J161326.4+043029","243.36007029493231","4.5082332836432357","1","347.1","168.05","-999","-999","20.5383167","0.1105083","-999","-999","22.1142883","2.25028753","0.06861117","false","-99","0.00158400286","243.34257","4.60677","2005-05-18","2006-06-16","2007-07-14","53508.483414351853","53902.150081018517","54295.795775462968","AIS_338","50338","1","78","6382808157005021184","0.65565198659896851","0.62249195575714111","0","-99","-99","0"
"595-52023-92","240.0030984903","2.3305546068","31","6382808140902040126","AIS","0","0.0013452006425830779","0.4512215256690979","GALEX J160000.7+021950","240.00311434543849","2.3305704714513129","3","200.05","104.05","19.7132378","0.165558875","18.7314968","0.04905748","47.2832","7.208245","116.788673","5.27565145","0.08614998","false","0.00237986236","0.00128665718","240.21601","2.72852","2005-05-20","2006-05-31","2007-06-11","53510.668136574073","53886.668136574073","54262.731932870367","AIS_338","50338","1","63","6382808140898893824","3.462590217590332","3.4698343276977539","0","0.43924307823181152","0.43389892578125","0"
"595-52023-92","240.0030984903","2.3305546068","31","6382808141975784949","AIS","0","0.013112553155342674","0.58612799644470215","GALEX J160000.7+021949","240.00322684715979","2.330377653117234","3","94","94","19.6585674","0.174703032","18.5874557","0.0709068","49.7250633","7.99918938","133.357468","8.707137","0.08614998","false","0.0025138245","0.00397281535","239.66709","1.85006","2007-06-11","2007-06-11","2007-06-11","54262.657337962955","54262.657337962955","54262.658425925925","AIS_338","50338","1","64","6382808141972635648","3.9538276195526123","3.9933738708496094","1","0.46192705631256104","0.5094677209854126","0"
"595-52023-92","240.0030984903","2.3305546068","31","2430960972887753854","MIS","0","0.00080937930267001366","0.44648677110671997","GALEX J160000.7+021949","240.0030850063863","2.330553931880361","1","1690.1","0","-999","-999","18.755146","0.0183456857","-999","-999","114.272346","1.93039107","0.08614998","false","-99","0.00146984425","240.19424","2.73414","2004-05-28","2004-05-28","2004-05-28","53153.626400462963","53153.626400462963","53153.645960648144","MISDR1_22154_0595","3556","1","-999","2430960972886704128","3.3879859447479248","3.4759476184844971","0","-99","-99","-999"
"595-52023-92","240.0030984903","2.3305546068","31","2430996157261947387","MIS","0","0.02979483136576342","0.60378986597061157","GALEX J160000.7+021948","240.00296444110879","2.3300764303285031","3","1974.15","1974.15","20.0235672","0.08531922","18.7812176","0.0300927758","35.52835","2.79120731","111.561073","3.09132814","0.08614998","false","0.00150844827","0.005837593","239.63502","1.85116","2004-06-05","2004-06-07","2004-06-08","53161.782418981478","53163.032418981478","53164.251215277778","MISDR1_22155_0595","3557","1","-999","2430996157258792960","3.307600736618042","3.2716350555419922","41","0.3300449550151825","0.33934599161148071","32"
"1727-53859-288","237.1108397089","6.8279291092","32","6382808080770404230","AIS","0","0.010348871178547135","0.45808357000350952","GALEX J154826.6+064940","237.11101244511869","6.8279108418728178","1","211","211","-999","-999","20.6147346","0.140620053","-999","-999","20.6113071","2.66884255","0.03756149","false","-99","0.00260584545","236.72384","6.57895","2007-07-03","2007-07-04","2007-07-05","54284.285798611112","54285.452465277776","54286.614953703705","AIS_338","50338","1","7","6382808080769351680","0.61109107732772827","0.57342463731765747","0","-99","-99","0"
"1727-53859-288","237.1108397089","6.8279291092","32","6382808080771454697","AIS","0","0.043316256593547944","0.45727503299713135","GALEX J154826.5+064938","237.11041016830379","6.82734661763119","2","211","211","22.62154","0.617644966","-999","-999","3.24628","1.84626937","-999","-999","0.03756149","false","0.00228630262","-99","236.72384","6.57895","2007-07-03","2007-07-04","2007-07-05","54284.285798611112","54285.452465277776","54286.614953703705","AIS_338","50338","1","7","6382808080769351680","-99","-99","0","0.030156714841723442","0.057692877948284149","0"
"2782-54592-113","234.638494058","15.0734971114","33","6382737741019351124","AIS","0","0.0066838228834995433","0.035962522029876709","GALEX J153833.2+150424","234.63847558491031","15.073607071058751","3","96","96","20.0869255","0.216860667","19.5689259","0.119654544","33.51444","6.692416","54.00441","5.9501586","0.0386851057","false","0.0037840053","0.00339667313","234.62219","15.04126","2007-04-15","2007-04-15","2007-04-15","54205.540439814809","54205.540439814809","54205.541550925926","AIS_336","50336","1","34","6382737741016203264","1.6011412143707275","1.5921003818511963","0","0.311336487531662","0.32496389746665955","0"
"3308-54919-447","231.8246204107","7.9295039346","34","6382737758199222002","AIS","0","0.0071467069725212069","0.46967896819114685","GALEX J152717.8+075546","231.82450022497059","7.9295081665625373","3","102.05","102.05","21.05405","0.301214069","20.1256847","0.145197123","13.7525043","3.81440854","32.33895","4.32368565","0.0377015844","false","0.0031659035","0.003521709","231.65166","7.49217","2007-04-17","2007-04-17","2007-04-17","54207.806180555555","54207.806180555555","54207.807361111118","AIS_336","50336","1","50","6382737758196072448","0.95879632234573364","0.85689270496368408","0","0.12775556743144989","0.11598855257034302","0"
"2781-54266-417","230.8980891508","17.4105601245","35","6383476664372825159","AIS","0","0.00845609281525058","0.28813645243644714","GALEX J152335.5+172438","230.8982070614129","17.410645003649279","3","109","109","20.71287","0.2550239","19.6968327","0.109218381","18.8301678","4.4218626","48.00283","4.827616","0.04488784","false","0.00286248862","0.001571915","230.99806","17.13874","2007-04-29","2007-04-29","2007-04-29","54219.445821759262","54219.445821759262","54219.447083333333","AIS_357","50357","1","82","6383476664369676288","1.4232043027877808","1.5365549325942993","0","0.17492514848709106","0.17658169567584992","0"
"2156-54525-520","229.0177411578","21.065439197","36","6383476624644375140","AIS","0","0.010367274452499341","0.38489773869514465","GALEX J151604.2+210356","229.01780199282149","21.065602392876979","3","183","183","22.2351131","0.402613848","20.7303162","0.145738021","4.634009","1.71797061","18.5298882","2.486657","0.0524455","false","0.00258463481","0.00241245329","229.09963","21.44287","2007-04-12","2007-05-26","2007-07-09","54202.463958333341","54246.422291666669","54290.452592592592","AIS_357","50357","1","45","6383476624641228800","0.54938048124313354","0.58646386861801147","0","0.0430481918156147","0.016500931233167648","0"
"3297-54941-411","228.840024566","52.2754947084","37","6374997208150837083","AIS","0","0.0094720974779676469","0.22073216736316681","GALEX J151521.6+521631","228.84018190646671","52.275369591534577","3","128","128","20.5882874","0.222588435","18.8012238","0.06450981","21.1196461","4.328719","109.524117","6.505875","0.0183158237","false","0.00203178381","0.0015896766","228.50479","52.35714","2004-06-23","2004-06-23","2004-06-23","53179.664965277778","53179.706631944449","53179.734282407408","AIS_116","50116","1","61","6374997208147689472","3.2472085952758789","3.2150998115539551","0","0.19619353115558624","0.20320753753185272","0"
"3297-54941-411","228.840024566","52.2754947084","37","3762830193938403245","MIS","3203436061121318829","0.0044427220205234376","0.23738241195678711","GALEX J151521.6+521631","228.8400431656988","52.27542154283357","1","1512.1","0","-999","-999","18.94121","0.0201325864","-999","-999","96.27553","1.784784","0.0183158237","true","-99","0.00139021024","228.50230","52.39272","2009-06-20","2009-06-20","2009-06-20","55002.14540509259","55002.14540509259","55002.162905092591","MISGCSN_10458_1165","41410","1","-999","3762830193937350656","2.8544096946716309","2.928408145904541","0","-99","-99","-999"
